最速下降法:
第1次迭代：f(x_i)=7.711096853704860e-01, x_1=1.612607637710941e-01,x_2=0.000000000000000e+00
第6771次迭代：f(x_i)=1.324474512341306e-07, x_1=9.996366095269589e-01,x_2=9.992713641104866e-01
第6772次迭代：f(x_i)=1.322149060561580e-07, x_1=9.996364156950498e-01,x_2=9.992725014229596e-01
第6773次迭代：f(x_i)=1.319827671624895e-07, x_1=9.996372477587353e-01,x_2=9.992726432250600e-01
第6774次迭代：f(x_i)=1.317511371741445e-07, x_1=9.996370540130778e-01,x_2=9.992737777196780e-01
第6775次迭代：f(x_i)=1.315199097538533e-07, x_1=9.996378841943900e-01,x_2=9.992739194836034e-01
第6776次迭代：f(x_i)=1.312889964037099e-07, x_1=9.996376910317537e-01,x_2=9.992750528105904e-01
第6777次迭代：f(x_i)=1.310584813496604e-07, x_1=9.996385201880428e-01,x_2=9.992751941095048e-01
第6778次迭代：f(x_i)=1.308284779992254e-07, x_1=9.996383271059460e-01,x_2=9.992763246312309e-01
第6779次迭代：f(x_i)=1.305988667993699e-07, x_1=9.996391543918653e-01,x_2=9.992764658894108e-01
第6780次迭代：f(x_i)=1.303695762961913e-07, x_1=9.996389618853545e-01,x_2=9.992775952503000e-01
第6781次迭代：f(x_i)=1.301406712391663e-07, x_1=9.996397881552416e-01,x_2=9.992777360424094e-01
第6782次迭代：f(x_i)=1.299122855546066e-07, x_1=9.996395957236371e-01,x_2=9.992788626105584e-01
第6783次迭代：f(x_i)=1.296842768109089e-07, x_1=9.996404201350517e-01,x_2=9.992790033594146e-01
第6784次迭代：f(x_i)=1.294566001941735e-07, x_1=9.996402282716782e-01,x_2=9.992801287734698e-01
第6785次迭代：f(x_i)=1.292292914314231e-07, x_1=9.996410516759711e-01,x_2=9.992802690552244e-01
第6786次迭代：f(x_i)=1.290025144614850e-07, x_1=9.996408598819487e-01,x_2=9.992813916889870e-01
第6787次迭代：f(x_i)=1.287760945485625e-07, x_1=9.996416814395614e-01,x_2=9.992815319250099e-01
第6788次迭代：f(x_i)=1.285500228788100e-07, x_1=9.996414902064938e-01,x_2=9.992826534113718e-01
第6789次迭代：f(x_i)=1.283242968456048e-07, x_1=9.996423107658166e-01,x_2=9.992827931792893e-01
第6790次迭代：f(x_i)=1.280991196559140e-07, x_1=9.996421197044298e-01,x_2=9.992839112668402e-01
第6791次迭代：f(x_i)=1.278743925664836e-07, x_1=9.996429387691954e-01,x_2=9.992840513934222e-01
第6792次迭代：f(x_i)=1.276502055544171e-07, x_1=9.996427474353990e-01,x_2=9.992851663133842e-01
第6793次迭代：f(x_i)=1.274263723205433e-07, x_1=9.996435645925151e-01,x_2=9.992853064296717e-01
第6794次迭代：f(x_i)=1.272028660130879e-07, x_1=9.996433739550681e-01,x_2=9.992864197891939e-01
第6795次迭代：f(x_i)=1.269798060292145e-07, x_1=9.996441897303503e-01,x_2=9.992865596340464e-01
第6796次迭代：f(x_i)=1.267570954105360e-07, x_1=9.996439993736669e-01,x_2=9.992876710670001e-01
第6797次迭代：f(x_i)=1.265348054147091e-07, x_1=9.996448137720749e-01,x_2=9.992878106396290e-01
第6798次迭代：f(x_i)=1.263128882377014e-07, x_1=9.996446236931384e-01,x_2=9.992889201506574e-01
第6799次迭代：f(x_i)=1.260913649841919e-07, x_1=9.996454367196104e-01,x_2=9.992890594502818e-01
第6800次迭代：f(x_i)=1.258702390051576e-07, x_1=9.996452469154219e-01,x_2=9.992901670440135e-01
第6801次迭代：f(x_i)=1.256494792642883e-07, x_1=9.996460585748742e-01,x_2=9.992903060698602e-01
第6802次迭代：f(x_i)=1.254291422426638e-07, x_1=9.996458690424531e-01,x_2=9.992914117509093e-01
第6803次迭代：f(x_i)=1.252091428006849e-07, x_1=9.996466793397810e-01,x_2=9.992915505022132e-01
第6804次迭代：f(x_i)=1.249895924749655e-07, x_1=9.996464901830561e-01,x_2=9.992926536517938e-01
第6805次迭代：f(x_i)=1.247704645633285e-07, x_1=9.996472986087659e-01,x_2=9.992927923849075e-01
第6806次迭代：f(x_i)=1.245515842239288e-07, x_1=9.996471099529853e-01,x_2=9.992938950050261e-01
第6807次迭代：f(x_i)=1.243330253446045e-07, x_1=9.996479170090429e-01,x_2=9.992940329017581e-01
第6808次迭代：f(x_i)=1.241147171727531e-07, x_1=9.996477292851247e-01,x_2=9.992951347741381e-01
第6809次迭代：f(x_i)=1.238968223351599e-07, x_1=9.996485353863943e-01,x_2=9.992952721978815e-01
第6810次迭代：f(x_i)=1.236793837322738e-07, x_1=9.996483476990622e-01,x_2=9.992963713636254e-01
第6811次迭代：f(x_i)=1.234623339796381e-07, x_1=9.996491520235201e-01,x_2=9.992965087269465e-01
第6812次迭代：f(x_i)=1.232455784406501e-07, x_1=9.996489648543228e-01,x_2=9.992976067847925e-01
第6813次迭代：f(x_i)=1.230291869805219e-07, x_1=9.996497682323620e-01,x_2=9.992977436742809e-01
第6814次迭代：f(x_i)=1.228132959083358e-07, x_1=9.996495810947200e-01,x_2=9.992988390374410e-01
第6815次迭代：f(x_i)=1.225977425891887e-07, x_1=9.996503827070287e-01,x_2=9.992989758643009e-01
第6816次迭代：f(x_i)=1.223825308853927e-07, x_1=9.996501961859294e-01,x_2=9.993000695093761e-01
第6817次迭代：f(x_i)=1.221677424714898e-07, x_1=9.996509963526264e-01,x_2=9.993002061152559e-01
第6818次迭代：f(x_i)=1.219532779611098e-07, x_1=9.996508100902730e-01,x_2=9.993012984373877e-01
第6819次迭代：f(x_i)=1.217391392790864e-07, x_1=9.996516093230609e-01,x_2=9.993014345681688e-01
第6820次迭代：f(x_i)=1.215255317033506e-07, x_1=9.996514231896948e-01,x_2=9.993025235990042e-01
第6821次迭代：f(x_i)=1.213123322727748e-07, x_1=9.996522210050153e-01,x_2=9.993026600600519e-01
第6822次迭代：f(x_i)=1.210996722832249e-07, x_1=9.996520345683308e-01,x_2=9.993037460246794e-01
第6823次迭代：f(x_i)=1.208873125058149e-07, x_1=9.996528305635346e-01,x_2=9.993038824567773e-01
第6824次迭代：f(x_i)=1.206753064931174e-07, x_1=9.996526447673058e-01,x_2=9.993049669204525e-01
第6825次迭代：f(x_i)=1.204636720107415e-07, x_1=9.996534394543845e-01,x_2=9.993051030693281e-01
第6826次迭代：f(x_i)=1.202524289783825e-07, x_1=9.996532538940048e-01,x_2=9.993061856753555e-01
第6827次迭代：f(x_i)=1.200415167650390e-07, x_1=9.996540472775998e-01,x_2=9.993063215403352e-01
第6828次迭代：f(x_i)=1.198310344833279e-07, x_1=9.996538620549882e-01,x_2=9.993074016827584e-01
第6829次迭代：f(x_i)=1.196209512352905e-07, x_1=9.996546536360682e-01,x_2=9.993075375149284e-01
第6830次迭代：f(x_i)=1.194111177931053e-07, x_1=9.996544688739903e-01,x_2=9.993086171539263e-01
第6831次迭代：f(x_i)=1.192015735107840e-07, x_1=9.996552591439025e-01,x_2=9.993087521522381e-01
第6832次迭代：f(x_i)=1.189922951156820e-07, x_1=9.996550752644217e-01,x_2=9.993098310740217e-01
第6833次迭代：f(x_i)=1.187833809337458e-07, x_1=9.996558646293020e-01,x_2=9.993099655943264e-01
第6834次迭代：f(x_i)=1.185749425720138e-07, x_1=9.996556807559982e-01,x_2=9.993110418807685e-01
第6835次迭代：f(x_i)=1.183668321540752e-07, x_1=9.996564684107131e-01,x_2=9.993111763271515e-01
第6836次迭代：f(x_i)=1.181590550544469e-07, x_1=9.996562851185193e-01,x_2=9.993122509377834e-01
第6837次迭代：f(x_i)=1.179516777498326e-07, x_1=9.996570713774664e-01,x_2=9.993123851547249e-01
第6838次迭代：f(x_i)=1.177446273555933e-07, x_1=9.996568884180699e-01,x_2=9.993134578730096e-01
第6839次迭代：f(x_i)=1.175379800504032e-07, x_1=9.996576732861631e-01,x_2=9.993135918596834e-01
第6840次迭代：f(x_i)=1.173316543451193e-07, x_1=9.996574906565273e-01,x_2=9.993146626901704e-01
第6841次迭代：f(x_i)=1.171257339412204e-07, x_1=9.996582741386586e-01,x_2=9.993147964457586e-01
第6842次迭代：f(x_i)=1.169201309108878e-07, x_1=9.996580918357655e-01,x_2=9.993158653929830e-01
第6843次迭代：f(x_i)=1.167149343257779e-07, x_1=9.996588739368055e-01,x_2=9.993159989166752e-01
第6844次迭代：f(x_i)=1.165100519588612e-07, x_1=9.996586919576548e-01,x_2=9.993170659851578e-01
第6845次迭代：f(x_i)=1.163055761252936e-07, x_1=9.996594726824529e-01,x_2=9.993171992761517e-01
第6846次迭代：f(x_i)=1.161014124126823e-07, x_1=9.996592910240627e-01,x_2=9.993182644703987e-01
第6847次迭代：f(x_i)=1.158976542790371e-07, x_1=9.996600703774466e-01,x_2=9.993183975278999e-01
第6848次迭代：f(x_i)=1.156942072140681e-07, x_1=9.996598890368531e-01,x_2=9.993194608524033e-01
第6849次迭代：f(x_i)=1.154911637439545e-07, x_1=9.996606670236295e-01,x_2=9.993195936756248e-01
第6850次迭代：f(x_i)=1.152884313226182e-07, x_1=9.996604859978864e-01,x_2=9.993206551348626e-01
第6851次迭代：f(x_i)=1.150860994947872e-07, x_1=9.996612626228411e-01,x_2=9.993207877230253e-01
第6852次迭代：f(x_i)=1.148840797155478e-07, x_1=9.996610819090198e-01,x_2=9.993218473214611e-01
第6853次迭代：f(x_i)=1.146824565239112e-07, x_1=9.996618571769175e-01,x_2=9.993219796737935e-01
第6854次迭代：f(x_i)=1.144811473879773e-07, x_1=9.996616767721070e-01,x_2=9.993230374158770e-01
第6855次迭代：f(x_i)=1.142802298413061e-07, x_1=9.996624506876918e-01,x_2=9.993231695316150e-01
第6856次迭代：f(x_i)=1.140796293523770e-07, x_1=9.996622705889989e-01,x_2=9.993242254217819e-01
第6857次迭代：f(x_i)=1.138794144744287e-07, x_1=9.996630431569938e-01,x_2=9.993243573001691e-01
第6858次迭代：f(x_i)=1.136795206389112e-07, x_1=9.996628633615428e-01,x_2=9.993254113428408e-01
第6859次迭代：f(x_i)=1.134800054683606e-07, x_1=9.996636345866504e-01,x_2=9.993255429831284e-01
第6860次迭代：f(x_i)=1.132808162954152e-07, x_1=9.996634550915822e-01,x_2=9.993265951827129e-01
第6861次迭代：f(x_i)=1.130819978854491e-07, x_1=9.996642249784849e-01,x_2=9.993267265841590e-01
第6862次迭代：f(x_i)=1.128835113868927e-07, x_1=9.996640457809581e-01,x_2=9.993277769450503e-01
第6863次迭代：f(x_i)=1.126853868054689e-07, x_1=9.996648143343178e-01,x_2=9.993279081069207e-01
第6864次迭代：f(x_i)=1.124876009959399e-07, x_1=9.996646354315079e-01,x_2=9.993289566334991e-01
第6865次迭代：f(x_i)=1.122901673255167e-07, x_1=9.996654026559659e-01,x_2=9.993290875550670e-01
第6866次迭代：f(x_i)=1.120930802224650e-07, x_1=9.996652240450653e-01,x_2=9.993301342516988e-01
第6867次迭代：f(x_i)=1.118963345599131e-07, x_1=9.996659899452434e-01,x_2=9.993302649322444e-01
第6868次迭代：f(x_i)=1.116999441836033e-07, x_1=9.996658116234612e-01,x_2=9.993313098032827e-01
第6869次迭代：f(x_i)=1.115038836400788e-07, x_1=9.996665762039609e-01,x_2=9.993314402420934e-01
第6870次迭代：f(x_i)=1.113081880136141e-07, x_1=9.996663981685233e-01,x_2=9.993324832918775e-01
第6871次迭代：f(x_i)=1.111128097146124e-07, x_1=9.996671614339261e-01,x_2=9.993326134882482e-01
第6872次迭代：f(x_i)=1.109178068586814e-07, x_1=9.996669837440072e-01,x_2=9.993336543583231e-01
第6873次迭代：f(x_i)=1.107231708437475e-07, x_1=9.996677454001814e-01,x_2=9.993337844608567e-01
第6874次迭代：f(x_i)=1.105287958595159e-07, x_1=9.996675681278931e-01,x_2=9.993348243183124e-01
第6875次迭代：f(x_i)=1.103347347782898e-07, x_1=9.996683289607977e-01,x_2=9.993349539357280e-01
第6876次迭代：f(x_i)=1.101411501604300e-07, x_1=9.996681517457418e-01,x_2=9.993359906926956e-01
第6877次迭代：f(x_i)=1.099479265091201e-07, x_1=9.996689112947715e-01,x_2=9.993361205918218e-01
第6878次迭代：f(x_i)=1.097552141445560e-07, x_1=9.996687338881859e-01,x_2=9.993371535170507e-01
第6879次迭代：f(x_i)=1.095629003953763e-07, x_1=9.996694922754163e-01,x_2=9.993372839674521e-01
第6880次迭代：f(x_i)=1.093711879750497e-07, x_1=9.996693141971325e-01,x_2=9.993383124503290e-01
第6881次迭代：f(x_i)=1.091798068708852e-07, x_1=9.996700707910375e-01,x_2=9.993384434380025e-01
第6882次迭代：f(x_i)=1.089888460379144e-07, x_1=9.996698927306913e-01,x_2=9.993394697348000e-01
第6883次迭代：f(x_i)=1.087981525176975e-07, x_1=9.996706479118616e-01,x_2=9.993396005377885e-01
第6884次迭代：f(x_i)=1.086078417060432e-07, x_1=9.996704702501181e-01,x_2=9.993406249951875e-01
第6885次迭代：f(x_i)=1.084178328367849e-07, x_1=9.996712240234281e-01,x_2=9.993407556126154e-01
第6886次迭代：f(x_i)=1.082281702940584e-07, x_1=9.996710467571982e-01,x_2=9.993417782350311e-01
第6887次迭代：f(x_i)=1.080388431576929e-07, x_1=9.996717991275009e-01,x_2=9.993419086660309e-01
第6888次迭代：f(x_i)=1.078498271329613e-07, x_1=9.996716222537138e-01,x_2=9.993429294578644e-01
第6889次迭代：f(x_i)=1.076611788263236e-07, x_1=9.996723732258407e-01,x_2=9.993430597015768e-01
第6890次迭代：f(x_i)=1.074728075448869e-07, x_1=9.996721966412333e-01,x_2=9.993440792457986e-01
第6891次迭代：f(x_i)=1.072847374654174e-07, x_1=9.996729466999582e-01,x_2=9.993442090614658e-01
第6892次迭代：f(x_i)=1.070971068745589e-07, x_1=9.996727702844017e-01,x_2=9.993452255094397e-01
第6893次迭代：f(x_i)=1.069098677317658e-07, x_1=9.996735186618244e-01,x_2=9.993453556084962e-01
第6894次迭代：f(x_i)=1.067229244162108e-07, x_1=9.996733423997961e-01,x_2=9.993463703558130e-01
第6895次迭代：f(x_i)=1.065363083851744e-07, x_1=9.996740896236880e-01,x_2=9.993465001498586e-01
第6896次迭代：f(x_i)=1.063500502721515e-07, x_1=9.996739136130521e-01,x_2=9.993475126247187e-01
第6897次迭代：f(x_i)=1.061641513989594e-07, x_1=9.996746592090041e-01,x_2=9.993476423524265e-01
第6898次迭代：f(x_i)=1.059784798206353e-07, x_1=9.996744837256664e-01,x_2=9.993486534721273e-01
第6899次迭代：f(x_i)=1.057931987321975e-07, x_1=9.996752281767162e-01,x_2=9.993487828935965e-01
第6900次迭代：f(x_i)=1.056082085600647e-07, x_1=9.996750528395726e-01,x_2=9.993497923248151e-01
第6901次迭代：f(x_i)=1.054235427524661e-07, x_1=9.996757961496594e-01,x_2=9.993499214396155e-01
第6902次迭代：f(x_i)=1.052392319229423e-07, x_1=9.996756210560946e-01,x_2=9.993509286135309e-01
第6903次迭代：f(x_i)=1.050552744710426e-07, x_1=9.996763627532587e-01,x_2=9.993510576591026e-01
第6904次迭代：f(x_i)=1.048715453381187e-07, x_1=9.996761881777666e-01,x_2=9.993520634881911e-01
第6905次迭代：f(x_i)=1.046881979178205e-07, x_1=9.996769287424853e-01,x_2=9.993521922259054e-01
第6906次迭代：f(x_i)=1.045051443517254e-07, x_1=9.996767543059875e-01,x_2=9.993531963785749e-01
第6907次迭代：f(x_i)=1.043224044951087e-07, x_1=9.996774937421492e-01,x_2=9.993533248080190e-01
第6908次迭代：f(x_i)=1.041400244319691e-07, x_1=9.996773195415639e-01,x_2=9.993543267184060e-01
第6909次迭代：f(x_i)=1.039579842591002e-07, x_1=9.996780573796291e-01,x_2=9.993544550758017e-01
第6910次迭代：f(x_i)=1.037761810767171e-07, x_1=9.996778836880407e-01,x_2=9.993554556515893e-01
第6911次迭代：f(x_i)=1.035947432946560e-07, x_1=9.996786204059566e-01,x_2=9.993555836995652e-01
第6912次迭代：f(x_i)=1.034136098697948e-07, x_1=9.996784468462955e-01,x_2=9.993565826108862e-01
第6913次迭代：f(x_i)=1.032327720460746e-07, x_1=9.996791824479007e-01,x_2=9.993567103490459e-01
第6914次迭代：f(x_i)=1.030523063055837e-07, x_1=9.996790091166310e-01,x_2=9.993577070329741e-01
第6915次迭代：f(x_i)=1.028721596217294e-07, x_1=9.996797431347775e-01,x_2=9.993578346963360e-01
第6916次迭代：f(x_i)=1.026922659690579e-07, x_1=9.996795703035755e-01,x_2=9.993588300557892e-01
第6917次迭代：f(x_i)=1.025127141455840e-07, x_1=9.996803032137114e-01,x_2=9.993589574082231e-01
第6918次迭代：f(x_i)=1.023334844719302e-07, x_1=9.996801305074990e-01,x_2=9.993599511150532e-01
第6919次迭代：f(x_i)=1.021545251109565e-07, x_1=9.996808623134140e-01,x_2=9.993600781561793e-01
第6920次迭代：f(x_i)=1.019759573250721e-07, x_1=9.996806898282142e-01,x_2=9.993610696503767e-01
第6921次迭代：f(x_i)=1.017976806857499e-07, x_1=9.996814200651231e-01,x_2=9.993611966140240e-01
第6922次迭代：f(x_i)=1.016196802180745e-07, x_1=9.996812480712061e-01,x_2=9.993621867937689e-01
第6923次迭代：f(x_i)=1.014419910170435e-07, x_1=9.996819772120878e-01,x_2=9.993623134450337e-01
第6924次迭代：f(x_i)=1.012646487486786e-07, x_1=9.996818054340336e-01,x_2=9.993633014220684e-01
第6925次迭代：f(x_i)=1.010876365853602e-07, x_1=9.996825330157986e-01,x_2=9.993634279939266e-01
第6926次迭代：f(x_i)=1.009108585322221e-07, x_1=9.996823617229830e-01,x_2=9.993644146632674e-01
第6927次迭代：f(x_i)=1.007344288325104e-07, x_1=9.996830882168427e-01,x_2=9.993645409216938e-01
第6928次迭代：f(x_i)=1.005583052828631e-07, x_1=9.996829170375187e-01,x_2=9.993655259580205e-01
第6929次迭代：f(x_i)=1.003824557056564e-07, x_1=9.996836424471824e-01,x_2=9.993656519026624e-01
第6930次迭代：f(x_i)=1.002069845949339e-07, x_1=9.996834714765767e-01,x_2=9.993666347508252e-01
第6931次迭代：f(x_i)=1.000318038436235e-07, x_1=9.996841953412708e-01,x_2=9.993667606134923e-01
第6932次迭代：f(x_i)=9.985689221725622e-08, x_1=9.996840248473561e-01,x_2=9.993677421638161e-01
第6933次迭代：f(x_i)=9.968228668505241e-08, x_1=9.996847476358732e-01,x_2=9.993678677116848e-01
第6934次迭代：f(x_i)=9.950802382993875e-08, x_1=9.996845773456868e-01,x_2=9.993688470836232e-01
第6935次迭代：f(x_i)=9.933408157894886e-08, x_1=9.996852985989164e-01,x_2=9.993689725476667e-01
第6936次迭代：f(x_i)=9.916037512926408e-08, x_1=9.996851287795380e-01,x_2=9.993699506284114e-01
第6937次迭代：f(x_i)=9.898700324199252e-08, x_1=9.996858489645397e-01,x_2=9.993700757766673e-01
第6938次迭代：f(x_i)=9.881394190373546e-08, x_1=9.996856793439634e-01,x_2=9.993710516887476e-01
第6939次迭代：f(x_i)=9.864122780827094e-08, x_1=9.996863980032770e-01,x_2=9.993711767513586e-01
第6940次迭代：f(x_i)=9.846871980588699e-08, x_1=9.996862288476898e-01,x_2=9.993721513788458e-01
第6941次迭代：f(x_i)=9.829657126605419e-08, x_1=9.996869464466559e-01,x_2=9.993722761247037e-01
第6942次迭代：f(x_i)=9.812470469189340e-08, x_1=9.996867773889256e-01,x_2=9.993732491461947e-01
第6943次迭代：f(x_i)=9.795311944384508e-08, x_1=9.996874939311433e-01,x_2=9.993733735749836e-01
第6944次迭代：f(x_i)=9.778189227371778e-08, x_1=9.996873250653886e-01,x_2=9.993743444420640e-01
第6945次迭代：f(x_i)=9.761095688523671e-08, x_1=9.996880400956490e-01,x_2=9.993744687827927e-01
第6946次迭代：f(x_i)=9.744027837576607e-08, x_1=9.996878716866588e-01,x_2=9.993754383749052e-01
第6947次迭代：f(x_i)=9.726990153946386e-08, x_1=9.996885856679517e-01,x_2=9.993755623976335e-01
第6948次迭代：f(x_i)=9.709985879722686e-08, x_1=9.996884174461637e-01,x_2=9.993765298449165e-01
第6949次迭代：f(x_i)=9.693012646425619e-08, x_1=9.996891299248992e-01,x_2=9.993766537778388e-01
第6950次迭代：f(x_i)=9.676062933835445e-08, x_1=9.996889621542119e-01,x_2=9.993776199566446e-01
第6951次迭代：f(x_i)=9.659145086396476e-08, x_1=9.996896735916936e-01,x_2=9.993777435706583e-01
第6952次迭代：f(x_i)=9.642258587725948e-08, x_1=9.996895060034958e-01,x_2=9.993787076141607e-01
第6953次迭代：f(x_i)=9.625404660290712e-08, x_1=9.996902159477404e-01,x_2=9.993788311366517e-01
第6954次迭代：f(x_i)=9.608572419807166e-08, x_1=9.996900488050415e-01,x_2=9.993797939181237e-01
第6955次迭代：f(x_i)=9.591773413416969e-08, x_1=9.996907577156794e-01,x_2=9.993799171208210e-01
第6956次迭代：f(x_i)=9.575004024812243e-08, x_1=9.996905906558716e-01,x_2=9.993808783227464e-01
第6957次迭代：f(x_i)=9.558259720458131e-08, x_1=9.996912985363965e-01,x_2=9.993810012053684e-01
第6958次迭代：f(x_i)=9.541552980744650e-08, x_1=9.996911316525561e-01,x_2=9.993819602859596e-01
第6959次迭代：f(x_i)=9.524871829958085e-08, x_1=9.996918380531740e-01,x_2=9.993820830747899e-01
第6960次迭代：f(x_i)=9.508218886723772e-08, x_1=9.996916716069167e-01,x_2=9.993830409027543e-01
第6961次迭代：f(x_i)=9.491591979712738e-08, x_1=9.996923769849735e-01,x_2=9.993831633706564e-01
第6962次迭代：f(x_i)=9.475001325068172e-08, x_1=9.996922107101173e-01,x_2=9.993841190866767e-01
第6963次迭代：f(x_i)=9.458437054051332e-08, x_1=9.996929146173952e-01,x_2=9.993842414591406e-01
第6964次迭代：f(x_i)=9.441899895086861e-08, x_1=9.996927487746686e-01,x_2=9.993851959288752e-01
第6965次迭代：f(x_i)=9.425389413992564e-08, x_1=9.996934516668724e-01,x_2=9.993853179795801e-01
第6966次迭代：f(x_i)=9.408914184265331e-08, x_1=9.996932859910391e-01,x_2=9.993862703467065e-01
第6967次迭代：f(x_i)=9.392465826674094e-08, x_1=9.996939874215154e-01,x_2=9.993863923003553e-01
第6968次迭代：f(x_i)=9.376043792862511e-08, x_1=9.996938221724173e-01,x_2=9.993873434274947e-01
